StimeSec,isrushhour,isnight,SLONCOL,SLATCOL,ELONCOL,ELATCOL,dtdis,distance,interval
77391,0,0,70,23,67,29,6.708203932499369,4454.05637175684,1169
78580,0,0,67,29,70,25,5.0,3550.5811002807045,631
79221,0,0,70,25,69,23,2.23606797749979,2135.718537280872,615
80047,0,0,67,22,62,19,5.830951894845301,4542.557474270279,577
80634,0,0,62,19,30,15,32.2490309931942,17755.528375326485,1630
82274,0,0,30,15,36,15,6.0,3765.017068059464,971
83255,0,1,36,15,74,22,38.63935817272331,21734.790438002547,1603
84868,0,1,75,22,75,35,13.0,7892.574108845686,917
1168,0,1,33,20,43,32,15.620499351813308,14182.54938977132,2150
3328,0,1,43,32,41,30,2.8284271247461903,3275.975088777005,970
4308,0,1,41,30,43,32,2.8284271247461903,2000.0464330841544,428
4746,0,1,43,32,41,29,3.605551275463989,2230.966757585704,322
5078,0,1,41,29,39,31,2.8284271247461903,3575.2146292576726,561
5649,0,1,39,31,74,20,36.68787265568828,32714.654716939607,2864
25611,1,0,42,26,34,23,8.54400374531753,7445.026143804195,1621
27242,1,0,34,23,34,19,4.0,1915.2197281684016,431
27683,1,0,34,19,33,21,2.23606797749979,1256.7072528816557,240
27933,1,0,33,21,29,26,6.4031242374328485,3809.157256485455,626
28569,1,0,29,26,38,23,9.486832980505138,7207.819329493246,1496
30075,1,0,38,23,40,24,2.23606797749979,12004.66576917502,2787
32872,0,0,40,24,28,25,12.041594578792296,10329.101260218917,1161
34043,0,0,28,25,36,17,11.313708498984761,7328.82116138193,1036
38006,0,0,38,22,40,20,2.8284271247461903,2073.2312450889303,664
41433,0,0,38,23,52,20,14.317821063276353,8615.973140943399,1188
42631,0,0,52,20,46,25,7.810249675906654,8341.373182133342,1268
43908,0,0,46,25,43,21,5.0,3884.983443874784,756
44722,0,0,44,21,48,18,5.0,5094.841335489271,1469
46881,0,0,39,20,43,19,4.123105625617661,2692.6800966120663,376
47267,0,0,43,19,39,25,7.211102550927978,4050.857388102391,864
48479,0,0,38,27,40,30,3.605551275463989,4396.397904674008,1402
49891,0,0,40,30,38,23,7.280109889280518,6230.100556304449,1031
50932,0,0,38,23,56,36,22.20360331117452,15108.663941866573,2229
53441,0,0,55,36,44,26,14.866068747318506,22399.82052741425,2843
56294,0,0,44,26,34,21,11.180339887498949,6429.0067165635455,1212
57516,0,0,34,21,35,17,4.123105625617661,3252.722687465457,703
58229,0,0,35,17,33,18,2.23606797749979,1971.424085205908,496
58735,0,0,33,18,36,22,5.0,3774.281002981717,457
59192,0,0,36,22,39,25,4.242640687119285,2659.4427719211235,378
